"total.in.WWSI","total.in.CPAI","total.in.CPI","total.in.CLI","total.in.BOC","total.in.ICBC","total.in.CCB","total.in.ABC","total.in.BOCOM","total.in.PAB","total.in.NBB","total.in.SPDB","total.in.HXB","total.in.MSB","total.in.CMB","total.in.NJB","total.in.IDB","total.in.BJB","total.in.CCITIB","total.in.CEB","total.out.WWSI","total.out.CPAI","total.out.CPI","total.out.CLI","total.out.BOC","total.out.ICBC","total.out.CCB","total.out.ABC","total.out.BOCOM","total.out.PAB","total.out.NBB","total.out.SPDB","total.out.HXB","total.out.MSB","total.out.CMB","total.out.NJB","total.out.IDB","total.out.BJB","total.out.CCITIB","total.out.CEB","total.in.all","total.out.all"
2.19421574885027,1.99623617359222,2.23342726922057,1.31982411937862,1.12825364200349,1.56776830903914,1.26209701594828,1.24336421602468,1.13981437975732,1.6664930353567,1.63861241937827,1.23540115424799,1.77225442789086,1.44889277443304,1.13224940435178,1.97169019170536,1.40453809170945,1.50570361341629,1.37704364557376,1.60549830003873,0.34190726359628,1.27170847714391,1.81276780333166,1.33873033350648,2.4162527122576,1.53546134359838,1.28188524551412,1.87838761666936,2.1531560067949,1.0176020055154,1.40368962393412,1.54392919269462,1.31355987794612,1.31837734331162,2.40278041196633,1.66579098553228,0.977354740654801,1.79383149935232,1.84503242760989,1.53117302098664,30.8433779319168,30.8433779319168
2.12327659685042,1.9962379434443,2.23451335984485,1.34849207448957,1.13109131914137,1.58943063869802,1.28463903035824,1.23501595317277,1.15351793436194,1.47216945326878,1.65551856669375,1.30671223713592,1.73879958613237,1.49721719585583,1.13176816935318,1.98450202824303,1.390278482474,1.50037924536112,1.37856142409994,1.61054108561607,0.352876897372338,1.24413451074773,1.8330329011394,1.31721431784649,2.4445617482991,1.61372486866667,1.21018211375132,1.90038490008693,2.17094257418936,0.997410955091124,1.44440932310073,1.56888034578723,1.27078692867343,1.36055224693173,2.36033392710089,1.69613360785668,0.893885362499078,1.79130861984866,1.80066894735929,1.49123722824728,30.7626623245955,30.7626623245955
2.20353452260283,1.98171939932498,2.23451337786076,1.37917811156218,1.05681471866766,1.58353370013074,1.27998552452808,1.23473173493877,1.15931298077105,1.34868099968511,1.65740635639954,1.31585638043602,1.73466178657478,1.52278578148384,1.12999370602608,1.95616638320228,1.36154997459264,1.51746526236834,1.3493924083527,1.61387296501811,0.325473584194641,1.25510484422737,1.7944001963902,1.3155539621333,2.49807523038799,1.5805616137456,1.28546544801545,1.91471116640738,2.16300092787623,1.03744261598315,1.38518518116517,1.60579777600715,1.17229475157381,1.36398363110918,2.35976617739081,1.70621346568503,0.848047636052402,1.8103590315708,1.74022028371192,1.4594985508989,30.6211560745265,30.6211560745265
2.20429238686795,1.98171939907725,2.24171035519391,1.37917810954301,1.01025019751647,1.52767917531381,1.27998552164965,1.23501585364343,1.16142378836528,1.34868070001957,1.65609243982321,1.23592958659831,1.76367580928436,1.49611263497035,1.12730086318582,1.97424966767269,1.32008897848048,1.50480480425428,1.34939236805922,1.61471371179016,0.323998519758569,1.23220250588975,1.75409797242084,1.33143943676613,2.49446800850507,1.56234729218848,1.29572279077273,1.88089126065103,2.12876935470283,1.05199023166293,1.35689225195843,1.59337240903877,1.18914466243889,1.36046729319399,2.34172661750927,1.68959985095368,0.854071253240739,1.7786783472341,1.78533520784752,1.40708108457544,30.4122963513092,30.4122963513092
2.30038677428473,1.95967061373544,2.23451337784819,1.45829137749985,1.016747119122,1.53055934303782,1.25708947080266,1.25069044161121,1.15609611751423,1.34964164414044,1.65609253302056,1.220709679152,1.74457414649724,1.50723056694961,1.11966683847381,1.98032410004859,1.32008886569598,1.50480478895573,1.37217750525026,1.61084781005213,0.327663668159767,1.22008662354027,1.76433874400135,1.43681729700292,2.49014689493238,1.58885663828641,1.32476472989191,1.92051822497678,2.11094739375015,0.963705599822656,1.4051759316827,1.62226514903831,1.22157030931068,1.363318945215,2.27358053620759,1.68892612579123,0.837558198534684,1.8547944628621,1.82298677547509,1.31218086521051,30.5502031136925,30.5502031136925
2.29898400171644,1.94207861133571,2.23451332812715,1.48591000738533,1.00416277823519,1.53055510300071,1.3234613430608,1.23501821682563,1.18581389395059,1.34911003298789,1.65609254394897,1.16118304778845,1.7445734403845,1.51801849901675,1.19820258103923,1.98012630111205,1.27631924841839,1.50480492747562,1.39221838123347,1.61686591790028,0.316372232136009,1.22895104377635,1.80117253790927,1.41033397604444,2.57543236524406,1.56903085347617,1.32246285842033,1.91691843648235,2.13815046217066,0.943618430379595,1.41636360980348,1.55735093149222,1.25415864639145,1.41461084987815,2.26333713743307,1.6953636259388,0.854122530140829,1.84728297842798,1.8039602418422,1.30901845755575,30.6380122049432,30.6380122049432
2.28594142089361,1.95026979127172,2.21651427439106,1.55104069560018,1.00349113566705,1.53055684630519,1.32889340357761,1.23501494778108,1.11407691240363,1.3622614465448,1.65609253183195,1.17829942500247,1.76818825825795,1.56015876634522,1.20385264016246,1.97473471372065,1.27264570907415,1.50480495177895,1.36982616884325,1.61394769931434,0.306643023532343,1.21627002755401,1.83054247551173,1.40319468979376,2.55772752532869,1.61865744857281,1.30645292082967,1.99916714109203,2.23617217689966,0.938069225569586,1.31302006187444,1.56609721644558,1.29831440106473,1.38405625591593,2.24183422618393,1.63273347363541,0.864783215320888,1.84833541402318,1.79241866301345,1.32612215660549,30.6806117387673,30.6806117387673
2.2881470490733,1.95026982344491,2.2374568609006,1.46098770671138,1.00349036471073,1.55555483975849,1.30828239200553,1.2350158267363,1.11407690915132,1.36226147453226,1.65632110673263,1.17257323646021,1.76818687447593,1.56197858324257,1.20385274424844,1.97473373067991,1.27065770129555,1.50480492577644,1.37071068115779,1.61086986265278,0.341295373152814,1.25878464403568,1.82225005872588,1.42151917645584,2.56949842929734,1.58068537606266,1.29828961869979,1.98323330882501,2.19047735932695,0.931313998354474,1.35494145430359,1.54603258645139,1.25729782725526,1.37335368413502,2.2459793046176,1.60520795409912,0.866851456805392,1.86626191639775,1.75767628836156,1.33928287838393,30.6102326937471,30.6102326937471
2.28813579852353,1.95987147594852,2.1636496821295,1.32051260934319,1.00349151518954,1.49286097904519,1.26728709130052,1.23768021217963,1.11555639305642,1.35749818688669,1.65632234596933,1.1725733134684,1.56597139593606,1.56015863219897,1.21571732348248,1.97473460488849,1.24141292601844,1.46844536185031,1.36790086123533,1.62392908493117,0.320813306152797,1.22341105206991,1.74320758295913,1.429013852202,2.55845537931672,1.53070016549397,1.28777371117779,1.89117441128757,2.04902168402997,0.907516344200862,1.33773646477221,1.56855005987689,1.21024781849843,1.3717340626223,2.22602769635747,1.61228068054441,0.855341015622518,1.87947986368837,1.75983800210848,1.29138664059989,30.0537097935817,30.0537097935817
2.33222331842028,1.95982264322254,2.21061382118813,1.50354627320169,1.0553112730298,1.58107169441419,1.24120536269813,1.21790134992186,1.07249036864974,1.35749811602072,1.65632234668855,1.22121253866797,1.66916733053638,1.55973320822942,1.20696178346768,1.95855746531522,1.23723195886655,1.45106748404202,1.37077865536723,1.63945726369219,0.352613379465314,1.3134033510222,1.80198096757932,1.50764310736739,2.5356698131277,1.58995486762005,1.21462882004695,1.92354001808409,2.0375915751868,0.941502515336011,1.28355679802272,1.61451902024628,1.22845574309868,1.42957699507511,2.3125962168016,1.66876564151135,0.841208675084494,1.86555751234901,1.77029752953901,1.26911170907622,30.5021742556403,30.5021742556403
2.33222347841216,1.95505609076116,2.20376014417262,1.48749747574347,1.08756725055668,1.59723127182834,1.24119139297093,1.25114589277945,1.06321497747957,1.35801880631171,1.66452007492947,1.22119409374198,1.69357573289417,1.56015920897846,1.29798875121439,1.97473355505506,1.23724459131233,1.46844527785961,1.37600629649057,1.64422103405885,0.352856839249425,1.3078343048191,1.79087755163418,1.51468106342106,2.50598210378812,1.65047493658935,1.25250095812841,1.9160654102039,2.08776750025749,0.933621702590841,1.33403813205754,1.67113862504166,1.23467668280519,1.44011850663151,2.27440485837845,1.64322984549627,0.855898927623786,1.90020499237852,1.76035345633416,1.288269000122,30.714995397551,30.714995397551
2.20584844566286,1.9432670212264,2.23718932433971,1.51410068912186,1.08039128707181,1.62929674256544,1.20623300990012,1.22935579256876,1.12174822472075,1.37288075311914,1.67220469295956,1.19981511590631,1.56386589308676,1.56725848679358,1.30684608584761,1.95855606327111,1.23830197139317,1.45106604701171,1.35670625769155,1.62098591751529,0.340447575725052,1.22307447224603,1.75670744318971,1.45937289582103,2.4039819571475,1.51829663617859,1.23329447070982,2.01470716763063,1.95130824855606,0.972885488200119,1.35672151976021,1.75855932790906,1.16851707941247,1.42949851516264,2.33483805793186,1.65880642132775,0.853482027320797,1.87584158540667,1.7784444842842,1.38713244785331,30.4759178217735,30.4759178217735
2.02117308277076,1.95190144584585,2.21061308785058,1.45816529361984,1.03817237927,1.62713385561725,1.24815043024012,1.23036230089281,1.13114962097772,1.36676479895948,1.65170011572478,1.25592806848772,1.60357618334832,1.56723917714726,1.30683445226621,1.98297695564689,1.2383019537277,1.46680910885139,1.36842109016931,1.62575457531344,0.354580391344222,1.20547728740126,1.74544172880879,1.50969660283521,2.39967964158075,1.51642593367614,1.17096839783789,1.99158027651537,1.88374875126607,0.874958565473641,1.41923695623654,1.76860856159813,1.18053159218327,1.4619968550482,2.26897011244409,1.71736158624651,0.917526745616293,1.90400126786515,1.77899139996614,1.28134532278377,30.3511279767274,30.3511279767274
2.0122001572302,1.9518523069387,2.20028580209658,1.4581645242792,1.06690550031072,1.64271404039544,1.24815089625671,1.24095716156713,1.06007288956858,1.36274000263704,1.65169930650825,1.26332845794538,1.72804469314056,1.56197841085787,1.28712689395303,1.98334354581774,1.24141290645721,1.45588350125111,1.3521718878399,1.61865710183594,0.333875104058458,1.20597333458586,1.85841115753212,1.44960970690311,2.47146337887208,1.49711212562286,1.05355221886571,1.99645697098073,2.02886572987466,0.942233577940702,1.44615631468459,1.74014579132078,1.18734503595537,1.41636386078457,2.34188268905862,1.71751362875478,0.915723096916514,1.72490685669139,1.76935701465574,1.29074239282865,30.3876899868873,30.3876899868873
2.01219705868651,1.90685965661662,2.09691133685173,1.48484305004271,1.0601867437436,1.63698935286453,1.22780972629183,1.23527904282952,1.18193450690991,1.37258396991639,1.66106688816337,1.25080032410839,1.71105544213591,1.56760283212636,1.19205258344542,1.98335089739312,1.24141286996893,1.45588350082391,1.41293985588096,1.62172924826648,0.343185029679962,1.20409580942104,1.87773269360338,1.38256128961236,2.43856258097301,1.46844111605803,1.08546007289047,1.94009041982413,2.07720677090426,0.960393725031688,1.4138020650607,1.80364540206334,1.19433421873893,1.40109420576013,2.31164917049963,1.67708630327854,0.882657134673639,1.81756335632958,1.74466019049794,1.28926733216544,30.3134888870662,30.3134888870662
1.98710588246736,1.91747531590967,2.11426823362701,1.4848430224144,1.04352830116771,1.62185868324311,1.25844154288387,1.24574148773304,1.17648152169774,1.41707324636318,1.65729037923732,1.13320127909252,1.62497671440718,1.5676030029459,1.19205918556269,1.98335008552384,1.22776707806669,1.4550246462322,1.42401133796137,1.62106571126209,0.304325158703965,1.19839592629502,1.84862862406805,1.41553580568858,2.33258315847613,1.50231038775004,1.07845556962567,1.95043246086088,2.03621091322953,0.969856359858448,1.54655124169595,1.77485109729693,1.14713552016615,1.42495600708043,2.35149345827468,1.63833364758979,0.838170489150249,1.87719639859253,1.68626231051404,1.23148212288184,30.1531666577989,30.1531666577989
1.99358872391895,1.9100684516074,2.20742969890956,1.48484309543162,1.09023059152924,1.63673479568738,1.3611792363344,1.24574149884627,1.18089795408783,1.34758124787622,1.65774336472103,1.13320126875845,1.60949727241225,1.56726460283168,1.20727646776968,1.98297713858036,1.24923997109705,1.45503220378694,1.46281515617175,1.62897118582367,0.304013561185457,1.26742147178462,1.85818968893105,1.43079620530924,2.31009510052004,1.4393450411066,1.06021685956023,2.02126418998114,2.11464110450597,1.0426843377067,1.55918210171882,1.72022998137518,1.18966492001068,1.49730322224212,2.35843016559067,1.65277820207801,0.823788747293178,1.90962937488686,1.6949875430953,1.15765210729989,30.4123139261817,30.4123139261817
2.04899909458582,1.84488047300429,2.25332684526327,1.48484293787204,1.05356119748514,1.59332664235697,1.28726739679229,1.26896503662533,1.1808983380862,1.34702972944221,1.72471254842121,1.16952684530677,1.51974230964269,1.60437394678656,1.20727647178969,1.98297705444571,1.24003062986382,1.466476462768,1.45901884989812,1.50774243305078,0.301049487486884,1.21755460689182,1.79689304949136,1.47061922469702,2.1357520015177,1.47070566532683,1.12155936352142,1.94833464157775,1.99060176696294,1.02079504746448,1.53185533732895,1.55565119016708,1.24881620282704,1.63845385815882,2.45103894694692,1.71852834804385,0.856947722932933,1.84874236007057,1.8238539387846,1.09722248328796,30.2449752434869,30.2449752434869
2.27610260812216,1.83171131932143,2.23208279264099,1.48496987164783,1.0129681622507,1.51358560652767,1.2647516558686,1.22155693301085,1.1408181515628,1.34736341197509,1.71003320592457,1.18273175796976,1.71764893164631,1.49704345306176,1.33747644565402,1.96215493030753,1.24551950422874,1.47595185248116,1.48082315444045,1.52135259750241,0.316962642587594,1.14383541048934,1.78030812053156,1.47258777557429,2.24359638298557,1.71716334704399,1.06675464563122,1.9525002516951,2.06030576721582,1.11108892890606,1.53238967538135,1.67076413766463,1.16868916491618,1.45940192218057,2.45063029608345,1.61305511756781,0.980345738932341,1.68382240517295,1.86758838888311,1.1648562267019,30.4566463461448,30.4566463461448
2.22314615787132,1.96119471594526,2.22829588268361,1.56962598042786,1.01876569853866,1.51835549149832,1.26468586786607,1.2218922681816,1.14099462932174,1.37415946460287,1.72628822866899,1.19373443977583,1.71723853179083,1.49614894077087,1.35389626617654,2.00350179941944,1.26121234722112,1.48533973188592,1.41705594750245,1.52970487848309,0.354229906891073,1.10038297290307,1.85233683541999,1.44440758560171,2.44637308519229,1.7555703332065,1.06278874187649,1.89892600468567,2.18038316019612,1.02770738784367,1.54342760416837,1.60719000142041,1.15188158598574,1.57018362812882,2.38657282710833,1.62282004140259,0.996583768760443,1.69452828915691,1.93031196102909,1.07863154765508,30.7052372686324,30.7052372686324
2.19445578981088,1.95602837777409,2.29758200573103,1.48056252298544,0.998631667679644,1.56914066157255,1.28884784297448,1.28510554431995,1.12736233397477,1.3696396267478,1.86721991488963,1.17494273676989,1.71189829732935,1.49099707290801,1.35119876269871,1.97455265674134,1.24616486929643,1.47969243920571,1.41701548554766,1.5816621590588,0.336328503895317,1.16279219791692,1.86794994548422,1.51732672591046,2.38416550805047,1.76366936581442,1.12005122074321,1.78307478529707,2.07075461810239,1.03733084952258,1.53857207886256,1.47079163602108,1.14138452430717,1.55328454111055,2.55157386132982,1.71416139300307,0.979566045453321,1.71642830387367,1.9340010575703,1.21949360574757,30.8627007680162,30.8627007680162
2.95862803261374,1.94350637717391,2.315132718215,1.4783894365584,1.00019980859025,1.56589230415271,1.2171507577041,1.20051396367858,1.1550680800289,1.3571706763573,1.7881163286272,1.27290966739338,1.74991906395713,1.47747424084888,1.31956416244493,1.97455188922115,1.2789729487706,1.39354006439416,1.40968631717549,1.63888864387299,0.355082216844943,1.09338409100925,1.95297717223161,1.56497570867886,2.4002451702174,1.70612727110533,1.16213273731166,1.67825072247359,2.12764439756386,1.11170456505046,1.54524074282004,1.4581298308772,1.28611442319953,1.57814849065679,2.52101356698019,1.82599523267188,0.927746080540028,1.88250977990252,1.94071424436648,1.37713903727718,31.4952754817788,31.4952754817788
2.99859226181979,1.78858258137836,2.2548937715467,1.47838966847094,1.0002193785815,1.57966297799837,1.18206447398924,1.2097384398177,1.13314594037232,1.43789212189067,1.76155800211945,1.2295820261176,1.68715529894162,1.52398176895531,1.34191516767275,1.96991476423283,1.26995226227597,1.4642851371192,1.41061966464302,1.5496162564619,0.355267461900868,1.08873561160247,1.8754830500887,1.57412480738839,2.4217131884835,1.77413136167818,1.23666375955571,1.81862584325643,2.06136379512098,1.06228036490016,1.46754908165336,1.53760236662283,1.30283249526595,1.52152582005717,2.39995546748607,1.78571476050832,0.910886257139645,1.61151898662514,2.00115463898766,1.46463284608373,31.2717619644052,31.2717619644052
2.98135557339295,1.86305608191651,2.43138260437315,1.5102545254031,1.08158906081475,1.58669377320217,1.18237682242608,1.28686375535133,1.204734354836,1.43563246720103,1.76155796985258,1.17660898970242,1.80001761043591,1.51281178900791,1.3287376326367,1.83746292556869,1.26917942083976,1.46782877160574,1.42298355555644,1.66175396933421,0.363928865998227,1.13600728884375,1.78045737026665,1.7680727306738,2.3268273088509,1.68254659320514,1.29988934532269,1.90865151952303,2.01089018682742,1.02158325233833,1.54685750571901,1.5117348750816,1.36745399055524,1.48785879970649,2.58753935444918,1.71609303450373,0.910775948332311,1.92294030053591,1.8796166819053,1.57315670081875,31.8028816534575,31.8028816534575
2.98073813064011,1.87717371389256,2.36885495472542,1.55438189846433,1.0815890585991,1.70881056228021,1.18612800065694,1.40780824725688,1.2099573813055,1.43884095702386,1.88214515844554,1.13869206052137,1.81073047866739,1.52997020760726,1.26151634183012,1.85912953900156,1.25039631940804,1.33006708450197,1.42136760377007,1.66423898128271,0.393120141285911,1.16103113459564,1.79702686569739,1.85424259641535,2.29769221712339,1.70991770692421,1.31805024938161,1.93646492248842,2.07981746565424,0.956273599568157,1.59153684517227,1.47127882556666,1.44827472940274,1.39054930940094,2.6334575324286,1.79931505885742,0.948755384459247,1.79406778184945,1.75410908336704,1.62755523024227,31.962536679881,31.962536679881
3.01702594055632,1.89568719385232,2.37681003327746,1.5405683331071,1.04948331115875,1.73506749916429,1.18237662334525,1.42547490683881,1.08690537113606,1.43785365230963,1.85392425351006,1.14806444430351,1.83323769854406,1.52951756472547,1.32940581993676,1.86749177463653,1.25298099874668,1.35373221987952,1.41099263591216,1.65137031519888,0.377042628540332,1.16907111843954,1.80091921287132,1.77546065429055,2.32429519583685,1.70414193164713,1.34532081109448,1.90837616787415,2.12323810191145,0.996436539930003,1.56195235037843,1.43619306593326,1.45497149964229,1.35169621749513,2.63067612968166,1.78381123193268,0.905450634411488,1.83055720186926,1.66525849755702,1.83310139880259,31.9779705901396,31.9779705901396
3.01121326798751,1.90075493116474,2.44170673821216,1.51025485335996,1.04947414417746,1.74435310975462,1.08176378180096,1.22636955118464,1.09734932983552,1.43776704118962,1.87809602568001,1.17564687014503,1.84344128354296,1.49728064871429,1.37456827800604,1.94717292926568,1.23736367625387,1.35329345147834,1.43059011420049,1.63535432545566,0.382421744002355,1.13996511524151,1.84796234838134,1.77653275451781,2.37858367296088,1.74940392272458,1.28773295987818,1.824886614332,2.05154267418357,0.934721402728103,1.62310757320856,1.53848019892608,1.54034766190128,1.27729153040738,2.45811890002479,1.78008731852616,0.8852439493371,1.84502243739484,1.70756827157748,1.84479330115554,31.8738143514095,31.8738143514095
2.89328159083355,1.93421075285897,2.38421672800838,1.49290710826953,1.13154684934739,1.75620911619109,1.07351615052991,1.21702147813912,1.09548025670437,1.50219076180783,1.81234968332007,1.1758306576143,1.82672670131073,1.49901920637125,1.34208672846938,1.8608752706454,1.2385352778491,1.34818224363051,1.38398906192249,1.63603106218447,0.31866314770425,1.1597159203091,1.84926196716229,1.73887265609317,2.29256602532993,1.72530444191673,1.33065549697683,1.85836672498312,2.00296367849278,1.00185556186654,1.62061723062294,1.46250471783816,1.56325152399504,1.27328422478564,2.468075417838,1.66279428989763,0.909497703767969,1.86148727078819,1.74655922773357,1.75790945790597,31.6042066860078,31.6042066860078
2.94567268917983,1.93243889526753,2.3692238587982,1.49357318608444,1.13194311653765,1.76847824264124,1.08332417225502,1.22438846491074,1.07967505451328,1.482136805953,1.8301956215219,1.17588308893007,1.81837705484643,1.50231938282404,1.43209403523948,1.85929871408949,1.21252061512861,1.37825420603344,1.36877012115755,1.63893411677452,0.303806654011788,1.14804880955934,1.89704919412255,1.75304170049234,2.24140557710717,1.70649148594072,1.39266916669951,1.85005598664241,2.03316617727153,0.982468958114318,1.61420013268428,1.5296072987374,1.57145670274254,1.27171819730728,2.44608508037788,1.74215836461685,0.924174862433287,1.85038413846914,1.73423329726055,1.73527965809559,31.7275014426865,31.7275014426865
