Date,totalnetwork_115,totalnetwork_230,totalnetwork_424,totalnetwork_460
2013/6/17,0.425313192,0.474280609,0.38623711,0.485088947
2013/6/18,0.381076801,0.473144497,0.338798719,0.377999874
2013/6/19,0.444166047,0.532631632,0.278458791,0.390529101
2013/6/20,0.592786281,0.616560017,0.375350644,0.414268879
2013/6/21,0.545192748,0.498403816,0.343075724,0.344651082
2013/6/24,0.463150502,0.47998503,0.29705752,0.265032732
2013/6/25,0.385513712,0.39549722,0.361536441,0.325198549
2013/6/26,0.399852478,0.419688618,0.424259833,0.41933203
2013/6/27,0.401555368,0.437059859,0.374313793,0.346256448
2013/6/28,0.432936528,0.391865901,0.417721457,0.366645788
2013/7/1,0.461247665,0.412920979,0.406080245,0.389095704
2013/7/2,0.497498034,0.445568623,0.408979807,0.353691027
2013/7/3,0.484900785,0.274778049,0.207649364,0.284266966
2013/7/5,0.457720234,0.296895867,0.188315519,0.325038233
2013/7/8,0.484940036,0.312569979,0.222738691,0.316056253
2013/7/9,0.491248146,0.376834189,0.194902091,0.300517131
2013/7/10,0.532986818,0.369477159,0.200334519,0.345149805
2013/7/11,0.535818353,0.364355395,0.117287915,0.328734628
2013/7/12,0.549373712,0.35778002,0.148202059,0.281937769
2013/7/15,0.498315705,0.303622345,0.133799707,0.288214134
2013/7/16,0.593917583,0.292729263,0.130691603,0.260865838
2013/7/17,0.619185916,0.248659779,0.12790155,0.233077752
2013/7/18,0.646340198,0.261051244,0.132797157,0.240906062
2013/7/19,0.645806426,0.274403079,0.127282664,0.218189047
2013/7/22,0.585996127,0.290848674,0.181035551,0.280042096
2013/7/23,0.58468274,0.295915489,0.16643009,0.305203567
2013/7/24,0.519432576,0.233147452,0.076432461,0.186999617
2013/7/25,0.501791286,0.233038315,0.102259705,0.204859168
2013/7/26,0.531057546,0.226216282,0.115640452,0.201727958
2013/7/29,0.48998006,0.219357643,0.136240949,0.218154914
2013/7/30,0.5162842,0.198699401,0.154792181,0.198645263
2013/7/31,0.472698958,0.251471257,0.135250083,0.242091992
2013/8/1,0.504897526,0.244264918,0.18008549,0.251789973
2013/8/2,0.493557295,0.237439925,0.152232419,0.239035863
2013/8/5,0.478682344,0.231414667,0.156646178,0.245766018
2013/8/6,0.451921751,0.212025671,0.139698297,0.233393694
2013/8/7,0.436461212,0.216804395,0.162744135,0.224371961
2013/8/8,0.442128613,0.229342743,0.166634643,0.228472056
2013/8/9,0.432102924,0.276491408,0.153208141,0.178986736
2013/8/12,0.362568815,0.274193453,0.142961166,0.188957066
2013/8/13,0.31490244,0.278461335,0.14091912,0.188284263
2013/8/14,0.328548126,0.268695155,0.13682295,0.183536729
2013/8/15,0.337606287,0.271401185,0.140668965,0.179516541
2013/8/16,0.311631812,0.281453499,0.138146731,0.173346846
2013/8/19,0.330229525,0.286394358,0.15913328,0.182762165
2013/8/20,0.325381745,0.312125598,0.194127961,0.148509929
2013/8/21,0.315352069,0.311006654,0.169957847,0.138106038
2013/8/22,0.349580041,0.330733453,0.190912208,0.148297141
2013/8/23,0.332739308,0.334705864,0.16728254,0.192347531
2013/8/26,0.329739328,0.353361151,0.204436941,0.190853275
2013/8/27,0.29450549,0.356453508,0.192066145,0.172143406
2013/8/28,0.251133622,0.356167845,0.191659362,0.16582359
2013/8/29,0.261546509,0.33858658,0.181281449,0.145557988
2013/8/30,0.210391811,0.314696822,0.201924119,0.146821874
2013/9/3,0.166617484,0.262657882,0.169912757,0.146345044
2013/9/4,0.225104017,0.278135201,0.209618386,0.154514413
2013/9/5,0.206863298,0.262719848,0.20852504,0.144752792
2013/9/6,0.114812736,0.220247777,0.120547384,0.141962911
2013/9/9,0.125251673,0.187263171,0.110468373,0.135767772
2013/9/10,0.168595857,0.222057915,0.110414458,0.153065104
2013/9/11,0.249680292,0.201883079,0.127720426,0.197556436
2013/9/12,0.27085728,0.2041145,0.124873196,0.17379615
2013/9/13,0.208075335,0.182891254,0.100430943,0.180541917
2013/9/16,0.231377116,0.18098333,0.135337251,0.210939459
2013/9/17,0.218473258,0.151776822,0.162619607,0.236217424
2013/9/18,0.242060107,0.168058849,0.162112072,0.261086436
2013/9/23,0.230131252,0.201704794,0.170916306,0.248381359
2013/9/24,0.267385833,0.199659039,0.164136361,0.215737569
2013/9/25,0.232976011,0.172299526,0.15901304,0.290880873
2013/9/26,0.232377202,0.196298886,0.16345575,0.243916269
2013/9/27,0.274722393,0.218671034,0.197939636,0.256528902
2013/9/30,0.240316637,0.218131318,0.170645425,0.207075748
2013/10/8,0.225240434,0.227913914,0.186588199,0.196609
2013/10/9,0.239388176,0.216544868,0.198121529,0.204581254
2013/10/10,0.208663728,0.194647497,0.194249307,0.217115698
2013/10/11,0.265146105,0.177053908,0.211914364,0.231120703
2013/10/14,0.243159193,0.196345873,0.215947425,0.251129741
2013/10/15,0.257371162,0.197140436,0.215179043,0.242783885
2013/10/16,0.249487332,0.152941174,0.228380738,0.237539399
2013/10/17,0.237717182,0.165999569,0.262001056,0.24690024
2013/10/18,0.27017575,0.172479542,0.266606388,0.265482847
2013/10/21,0.252933817,0.188216711,0.249923607,0.243461027
2013/10/22,0.273733431,0.236951134,0.266178863,0.233678453
2013/10/23,0.28628576,0.229635945,0.341215577,0.221392833
2013/10/24,0.231116135,0.240512616,0.32631202,0.21783532
2013/10/25,0.30249944,0.247109842,0.328463964,0.23701742
2013/10/28,0.297433762,0.212618026,0.315505825,0.241374376
2013/10/29,0.302565261,0.21948157,0.283444835,0.247315727
2013/10/30,0.248595652,0.20198475,0.300111309,0.269798838
2013/10/31,0.294257756,0.190674285,0.303817726,0.232601586
2013/11/1,0.2998165,0.189575273,0.334014498,0.235867902
2013/11/4,0.285248649,0.21700115,0.315601361,0.251906854
2013/11/5,0.290263729,0.243534324,0.329105193,0.287649357
2013/11/6,0.253174693,0.235277922,0.33127693,0.283843902
2013/11/7,0.31561329,0.261991036,0.335128103,0.282313687
2013/11/8,0.297301233,0.272238461,0.358568753,0.273355408
2013/11/11,0.286827399,0.327534129,0.374732978,0.287735148
2013/11/12,0.311844048,0.297985534,0.37804375,0.291272639
2013/11/13,0.290730057,0.339281527,0.396307391,0.269188579
2013/11/14,0.286136583,0.310309661,0.396376024,0.297457734
2013/11/15,0.316043459,0.2930974,0.400835722,0.303431382
2013/11/18,0.365702046,0.297602134,0.413092375,0.272247734
2013/11/19,0.308151496,0.290058209,0.445293003,0.241017223
2013/11/20,0.327238902,0.278878773,0.422423595,0.239555692
2013/11/21,0.30727359,0.267082525,0.404894679,0.245360375
2013/11/22,0.304909611,0.267313317,0.428213878,0.235642055
2013/11/25,0.318486228,0.270499513,0.447258907,0.231229851
2013/11/26,0.327078375,0.266229972,0.445309507,0.2406334
2013/11/27,0.335274618,0.25484746,0.430398369,0.252894715
2013/11/29,0.323847202,0.265566274,0.480934093,0.264266652
2013/12/2,0.309725487,0.228276065,0.521579711,0.276196098
2013/12/3,0.347437255,0.247227243,0.506819436,0.225738014
2013/12/4,0.354737033,0.237474878,0.503829826,0.22411365
2013/12/5,0.324817163,0.236030131,0.489779994,0.291921477
2013/12/6,0.331776815,0.209525907,0.470150977,0.33637051
2013/12/9,0.312834695,0.209396063,0.487082422,0.334662646
2013/12/10,0.342106562,0.229024027,0.467851703,0.383078902
2013/12/11,0.264548301,0.261795037,0.486940028,0.380153005
2013/12/12,0.332862612,0.237313977,0.493007894,0.380923961
2013/12/13,0.349336301,0.223369416,0.471602822,0.404079919
2013/12/16,0.366040959,0.23494583,0.461361867,0.405660257
2013/12/17,0.334215591,0.198309461,0.460719456,0.425707195
2013/12/18,0.35841225,0.198213553,0.457139291,0.462327306
2013/12/19,0.359417823,0.20748969,0.486919677,0.455029964
2013/12/20,0.365343309,0.151801758,0.459862086,0.486128302
2013/12/23,0.311039354,0.109385052,0.419960679,0.491354779
2013/12/24,0.314785145,0.134763854,0.362667927,0.444941273
2013/12/26,0.280458806,0.131519976,0.376113908,0.393889526
2013/12/27,0.250392165,0.119596488,0.37129905,0.396717293
2013/12/30,0.233415398,0.138072735,0.387234182,0.40743202
2013/12/31,0.250360134,0.132343955,0.380425626,0.415065788
2014/1/2,0.263437323,0.160477348,0.346179551,0.429785174
2014/1/3,0.23866786,0.140421143,0.420306273,0.453353261
2014/1/6,0.245859186,0.141184707,0.434526824,0.51325479
2014/1/7,0.243400857,0.161080267,0.445859165,0.553698939
2014/1/8,0.274465714,0.176554065,0.450317096,0.540478477
2014/1/9,0.283210845,0.169767582,0.456160298,0.544021279
2014/1/10,0.231054952,0.141986822,0.448533034,0.504700857
2014/1/13,0.267424364,0.140195422,0.468803699,0.533431666
2014/1/14,0.194664665,0.191007754,0.451257856,0.517888014
2014/1/15,0.182119844,0.197497908,0.44212572,0.510335383
2014/1/16,0.216218383,0.189312922,0.448399107,0.525149069
2014/1/17,0.225557798,0.240072236,0.457479356,0.480583457
2014/1/20,0.236651801,0.24059801,0.428867792,0.438756276
2014/1/21,0.271240845,0.289587601,0.413805435,0.438530363
2014/1/22,0.341989639,0.240302844,0.417769972,0.474524595
2014/1/23,0.322760828,0.248255902,0.421800619,0.423565132
2014/1/24,0.334539135,0.266970599,0.441281021,0.447602327
2014/1/27,0.360741754,0.243885188,0.440196588,0.435143634
2014/1/28,0.372818969,0.247775518,0.451735974,0.491107607
2014/1/29,0.316363061,0.244908357,0.444429985,0.481636982
2014/1/30,0.381185211,0.258684622,0.450147322,0.498548121
2014/2/7,0.394093912,0.269274605,0.479015282,0.517238455
2014/2/10,0.389665443,0.267362467,0.450561135,0.5167334
2014/2/11,0.323396723,0.300103402,0.476457742,0.523927511
2014/2/12,0.358173632,0.247904565,0.394068303,0.47292312
2014/2/13,0.352218238,0.286558916,0.367652983,0.490406551
2014/2/14,0.318745375,0.297481941,0.398699759,0.486385468
2014/2/18,0.297783256,0.264658972,0.396165588,0.509184547
2014/2/19,0.260192943,0.266714887,0.382543344,0.428708677
2014/2/20,0.275511235,0.284137244,0.41698069,0.441292565
2014/2/21,0.341321763,0.264711638,0.35679475,0.40133608
2014/2/24,0.337294226,0.261564878,0.351587225,0.428584407
2014/2/25,0.363671027,0.2825819,0.332403784,0.408177293
2014/2/26,0.334573908,0.270409732,0.344911644,0.403981517
2014/2/27,0.325922,0.262717332,0.352702591,0.396198868
2014/2/28,0.313757736,0.256826969,0.367894887,0.389161445
2014/3/3,0.315222972,0.247688202,0.297126838,0.40233784
2014/3/4,0.315840976,0.222163805,0.263050981,0.385460562
2014/3/5,0.28715872,0.235521297,0.25934856,0.382074453
2014/3/6,0.307609709,0.230636291,0.27955793,0.376397989
2014/3/7,0.344661292,0.228817405,0.325847149,0.367095197
2014/3/10,0.3281367,0.207588168,0.334029725,0.436253675
2014/3/11,0.362187368,0.215064169,0.361352978,0.420173488
2014/3/12,0.352589399,0.218726029,0.359316531,0.438957715
2014/3/13,0.408412637,0.239188573,0.421250046,0.424355834
2014/3/14,0.391763277,0.259054095,0.435386002,0.409504188
2014/3/17,0.34353948,0.28272428,0.41692088,0.391865287
2014/3/18,0.39873297,0.290648,0.426491921,0.418369435
2014/3/19,0.353559003,0.287265124,0.439509306,0.42106277
2014/3/20,0.378789832,0.293193444,0.4352379,0.406996391
2014/3/21,0.36435521,0.308158216,0.440009068,0.402116934
2014/3/24,0.360231168,0.248404039,0.374140823,0.389384603
2014/3/25,0.361705723,0.208686106,0.423170302,0.403081751
2014/3/26,0.433710856,0.229990999,0.429463207,0.361085786
2014/3/27,0.44116846,0.194379473,0.426358277,0.344666068
2014/3/28,0.498265683,0.221178034,0.470500317,0.35646374
2014/3/31,0.494881845,0.214084766,0.459019805,0.365972505
2014/4/1,0.499759183,0.22128399,0.462351031,0.355870149
2014/4/2,0.52709779,0.222907198,0.455210345,0.327484746
2014/4/3,0.506107713,0.233982327,0.513711907,0.336933703
2014/4/4,0.527054822,0.185474524,0.511418029,0.365267564
2014/4/8,0.508570368,0.186600383,0.504356203,0.367172005
2014/4/9,0.501435128,0.184533462,0.51933234,0.362274702
2014/4/10,0.513782922,0.173290099,0.523294181,0.340704279
2014/4/11,0.532718835,0.179080353,0.519072159,0.321998813
2014/4/14,0.515960395,0.146976366,0.528856627,0.355344278
2014/4/15,0.471432475,0.155459366,0.527826983,0.357681524
2014/4/16,0.460137559,0.154694348,0.475926262,0.372071713
2014/4/17,0.414756711,0.156078574,0.498152813,0.398422871
2014/4/21,0.418807612,0.172392099,0.502132916,0.406569547
2014/4/22,0.403788325,0.197658347,0.498314551,0.409328294
2014/4/23,0.47601188,0.196669212,0.489979855,0.388839109
2014/4/24,0.46113443,0.199624418,0.455090617,0.368188751
2014/4/25,0.451991955,0.199348373,0.472973414,0.338726845
2014/4/28,0.423726722,0.241202516,0.507439947,0.440310153
2014/4/29,0.398630397,0.239848825,0.50558172,0.445462741
2014/4/30,0.398850926,0.235311398,0.459068703,0.442035486
2014/5/5,0.390282922,0.223484935,0.483859156,0.430911458
2014/5/6,0.420389944,0.234002612,0.471602301,0.439875481
2014/5/7,0.404780931,0.262088278,0.426099012,0.508877198
2014/5/8,0.403724064,0.230974734,0.405658683,0.505044739
2014/5/9,0.437714241,0.242889035,0.413730164,0.509258156
2014/5/12,0.441946915,0.250330412,0.421169183,0.509555706
2014/5/13,0.438372578,0.255681708,0.414809311,0.525329609
2014/5/14,0.465275186,0.243500643,0.460027634,0.486097619
2014/5/15,0.432398102,0.225950072,0.453807733,0.525442176
2014/5/16,0.421464595,0.258577032,0.46853909,0.506703158
2014/5/19,0.4134706,0.24768129,0.444774749,0.489064096
2014/5/20,0.391360875,0.248124239,0.445778492,0.484223792
2014/5/21,0.344761558,0.267659546,0.432646187,0.471715462
2014/5/22,0.383355229,0.263224422,0.424896873,0.474030939
2014/5/23,0.367003187,0.259189923,0.376648688,0.467204346
2014/5/26,0.36528994,0.272000536,0.40930262,0.45474365
2014/5/27,0.338471364,0.271219757,0.402377191,0.434326375
2014/5/28,0.341451513,0.287891472,0.399005988,0.386641516
2014/5/29,0.337710526,0.27272384,0.385141841,0.479254563
2014/5/30,0.327397993,0.293460883,0.377744795,0.463492107
2014/6/3,0.30074495,0.284535565,0.37727129,0.454440314
2014/6/4,0.308859147,0.283090527,0.370107679,0.517369133
2014/6/5,0.305209002,0.269787588,0.366197999,0.485201083
2014/6/6,0.293420111,0.255890714,0.385666473,0.497219278
2014/6/9,0.310719681,0.262350981,0.401337874,0.495342687
2014/6/10,0.383661661,0.278356836,0.385103787,0.495528028
2014/6/11,0.330095966,0.269217198,0.357031997,0.450259324
2014/6/12,0.342252698,0.226035631,0.352150855,0.457346832
2014/6/13,0.401388622,0.189386705,0.305950644,0.45008423
2014/6/16,0.331723162,0.176481418,0.327114777,0.510909145
2014/6/17,0.387631626,0.186334074,0.323166125,0.492016775
2014/6/18,0.381973962,0.240457372,0.311274176,0.424155065
2014/6/19,0.394469439,0.204677482,0.338143893,0.476328771
2014/6/20,0.364292047,0.215902963,0.352067907,0.446646136
2014/6/23,0.368114074,0.312371818,0.3503057,0.450409714
2014/6/24,0.33257339,0.289590995,0.307420568,0.404443514
2014/6/25,0.283363106,0.240062704,0.268246114,0.349831844
2014/6/26,0.297669914,0.219696266,0.269635855,0.374508217
2014/6/27,0.229859115,0.232376094,0.202901194,0.262561011
2014/6/30,0.246518245,0.211230179,0.189287794,0.26576615
2014/7/1,0.193662286,0.202970647,0.158619117,0.248543977
2014/7/2,0.155050196,0.193944271,0.179001667,0.256604477
2014/7/3,0.110514686,0.168874014,0.162234494,0.250165088
2014/7/7,0.096158551,0.167372053,0.156447251,0.210320833
2014/7/8,0.11215846,0.143527872,0.174461965,0.192452813
2014/7/9,0.132230738,0.145312269,0.178802422,0.195684454
2014/7/10,0.195143499,0.135100191,0.214389756,0.252021987
2014/7/11,0.211527649,0.158857092,0.265941548,0.375465141
2014/7/14,0.167037625,0.234610476,0.223663004,0.379994951
2014/7/15,0.231597002,0.20578898,0.22136952,0.371532374
2014/7/16,0.249076877,0.209504879,0.214863909,0.357419335
2014/7/17,0.276753526,0.222210106,0.201866781,0.342259429
2014/7/18,0.261569344,0.20957005,0.21919388,0.375986673
2014/7/21,0.259740286,0.196527747,0.154470676,0.373811363
2014/7/22,0.234958329,0.150315072,0.159315389,0.356936967
2014/7/23,0.236860918,0.145995772,0.182524784,0.367017557
2014/7/24,0.202005011,0.152234324,0.156922244,0.313578673
2014/7/25,0.221252813,0.141838264,0.116477468,0.311135754
2014/7/28,0.192564239,0.108859196,0.119916915,0.282037212
2014/7/29,0.193616082,0.095993971,0.071163651,0.166283427
2014/7/30,0.193384902,0.099701006,0.060104612,0.17671252
2014/7/31,0.21519367,0.09366537,0.060689272,0.190884999
2014/8/1,0.191609406,0.062416677,0.059132884,0.204091761
2014/8/4,0.155792666,0,0.075554727,0.204027546
2014/8/5,0.173170825,0.017596169,0.057604885,0.20088929
2014/8/6,0.154260275,0.016856941,0.037068796,0.197300166
2014/8/7,0.105030408,0.018131796,0.039727019,0.170047039
2014/8/8,0.130956493,0.018598403,0.052363125,0.167707807
2014/8/11,0.071836098,0.012536501,0.06103002,0.186927195
2014/8/12,0.093580415,0.016596444,0.062581594,0.176816724
2014/8/13,0.036011078,0.018103137,0.045068438,0.172061459
2014/8/14,0.0236626,0.025121368,0.054178757,0.173537066
2014/8/15,0.05197222,0.055623171,0.055276391,0.170582587
2014/8/18,0.057204833,0.040018466,0.047451562,0.162661113
2014/8/19,0.073035031,0.05017403,0.033161791,0.113686404
2014/8/20,0.076839643,0.053342205,0.030357284,0.100701013
2014/8/21,0.066514168,0.06142241,0.024519876,0.094077798
2014/8/22,0.034111667,0.071737576,0.054621765,0.093982731
2014/8/25,0.004035034,0.075344281,0.066500069,0.078079184
2014/8/26,0.078881887,0.127850834,0.073606518,0.091424687
2014/8/27,0.068568374,0.081159277,0.090159011,0.085307919
2014/8/28,0.076893622,0.090901629,0.077923648,0.084566244
2014/8/29,0.069119334,0.084761135,0.065774319,0.062719284
2014/9/2,0.059077034,0.02439533,0.077689846,0.079006888
2014/9/3,0.04593044,0.03876843,0.047316258,0.075099887
2014/9/4,0.051413296,0.032740215,0.072258033,0.050101588
2014/9/5,0.074614499,0.049008181,0.078594005,0.046706506
2014/9/9,0.068512392,0.057016006,0.053301586,0.04856573
2014/9/10,0.074148134,0.064708938,0.040616882,0.035736882
2014/9/11,0.063264353,0.051533444,0.051475329,0.039988952
2014/9/12,0.092469021,0.062971383,0.043350706,0.059353659
2014/9/15,0.108676099,0.082208097,0.034302117,0.07863223
2014/9/16,0.075253108,0.081533039,0.010110726,0.056266571
2014/9/17,0.08354709,0.07156328,0.054740191,0.049705047
2014/9/18,0.109190622,0.076964665,0.049264962,0.074367571
2014/9/19,0.096672407,0.061876326,0.052788499,0.061583961
2014/9/22,0.092197054,0.111436793,0.010378386,0.053933511
2014/9/23,0.111235278,0.089333872,0.0104555,0.050938629
2014/9/24,0.117285319,0.105455901,0.006183815,0.044510711
2014/9/25,0.091569103,0.141916824,0.0347652,0.036231206
2014/9/26,0.112120952,0.125327031,0.039138524,0.031946544
2014/9/29,0.061338708,0.095894541,0.030437409,0.055187189
2014/9/30,0.05593568,0.096035732,0.056054475,0.065764722
2014/10/8,0.052695777,0.091515375,0,0.068867384
2014/10/9,0.069133648,0.078344077,0.033403715,0.090241693
2014/10/10,0.060783995,0.049410905,0.032769721,0.076843608
2014/10/13,0.137851575,0.044706117,0.084659731,0.067623483
2014/10/14,0.121251701,0.050299967,0.064516673,0.074132295
2014/10/15,0.119477037,0.031485521,0.044370943,0.079356359
2014/10/16,0.144129608,0.038368501,0.040675637,0.074854447
2014/10/17,0.072311625,0.033235097,0.015011982,0.035888685
2014/10/20,0.10133471,0.005676227,0.043553299,0.04601491
2014/10/21,0.112891052,0.044202473,0.112803444,0.019923298
2014/10/22,0.09704529,0.040623945,0.051501653,0.045871759
2014/10/23,0.11717917,0.024567311,0.051643683,0.055780117
2014/10/24,0.108149385,0.0449318,0.070784791,0.049711275
2014/10/27,0.111080398,0.076190442,0.07601145,0.065642065
2014/10/28,0.123655476,0.073468361,0.068768714,0.07114117
2014/10/29,0.097967064,0.077242041,0.097684985,0.055034306
2014/10/30,0.106094746,0.061751828,0.070525444,0.044138226
2014/10/31,0.15293309,0.021088402,0.06849457,0.027658696
2014/11/3,0.129049634,0.014798717,0.076179324,0
2014/11/4,0.134903756,0.035162092,0.044932848,0.045231032
2014/11/5,0.166095286,0.064002722,0.021092728,0.0532565
2014/11/6,0.163221182,0.091677386,0.016887768,0.046128693
2014/11/7,0.148583174,0.096921979,0.004715156,0.013938408
2014/11/10,0.181378087,0.114885373,0.036610575,0.081988947
2014/11/11,0.084617875,0.069870827,0.011142309,0.098474625
2014/11/12,0.117737424,0.081962169,0.04939277,0.10226518
2014/11/13,0.130058275,0.07562168,0.084341623,0.070814682
2014/11/14,0.154209674,0.090001809,0.126123993,0.094587574
2014/11/17,0.163083912,0.105642938,0.106104259,0.056155493
2014/11/18,0.141889537,0.12882699,0.11530416,0.060763417
2014/11/19,0.117347774,0.141428874,0.136957699,0.084419334
2014/11/20,0.138030196,0.14130394,0.144517128,0.058284264
2014/11/21,0.117015913,0.130762316,0.13628219,0.057501465
2014/11/24,0.226309202,0.166563258,0.108779007,0.067234314
2014/11/25,0.174312575,0.183605517,0.097775383,0.049021105
2014/11/26,0.171285266,0.212847722,0.130393762,0.055085234
2014/11/28,0.145215006,0.174631012,0.159338658,0.016525373
2014/12/1,0.188355826,0.285843338,0.17199129,0.075226364
2014/12/2,0.186286403,0.260888094,0.152246862,0.075038834
2014/12/3,0.153821513,0.245470948,0.215118305,0.140326758
2014/12/4,0.164550013,0.265430524,0.206059828,0.152443355
2014/12/5,0.1767831,0.336231518,0.156627173,0.17969251
2014/12/8,0.164868028,0.28330298,0.175903561,0.173075203
2014/12/9,0.193674056,0.283939339,0.190896212,0.205707242
2014/12/10,0.169494218,0.241888602,0.184473927,0.186550501
2014/12/11,0.19436747,0.272438715,0.172187183,0.180429634
2014/12/12,0.255694612,0.278658909,0.177952379,0.163515119
2014/12/15,0.3683996,0.251549387,0.18844614,0.122814138
2014/12/16,0.332950608,0.242998523,0.147485061,0.105989975
2014/12/17,0.334137061,0.291841872,0.191994489,0.155946697
2014/12/18,0.339004279,0.278792402,0.206426326,0.155398732
2014/12/19,0.316471781,0.29365125,0.225334783,0.163718165
2014/12/22,0.328984889,0.253373108,0.22100749,0.115766639
2014/12/23,0.343058557,0.273732852,0.233222695,0.110299572
2014/12/24,0.350706081,0.27498447,0.199504848,0.096677821
2014/12/26,0.353084443,0.234379485,0.213742956,0.09710157
2014/12/29,0.331152118,0.224767122,0.282285479,0.098782172
2014/12/30,0.397464583,0.227670064,0.27840614,0.151466068
2014/12/31,0.318196092,0.216027959,0.280015125,0.154006343
2015/1/5,0.204738948,0.213894887,0.236024347,0.104397818
2015/1/6,0.194425088,0.220126891,0.223687736,0.116139942
2015/1/7,0.20702174,0.249805155,0.233312736,0.14901441
2015/1/8,0.231346909,0.241795235,0.253857924,0.167925018
2015/1/9,0.193307147,0.245181744,0.286746284,0.199005412
2015/1/12,0.199180282,0.245548067,0.256697513,0.230560172
2015/1/13,0.202707801,0.263780775,0.228176399,0.2104947
2015/1/14,0.264661464,0.258299544,0.15297466,0.160449537
2015/1/15,0.308408546,0.258131596,0.127737599,0.181955293
2015/1/16,0.337721685,0.25199433,0.100932702,0.213504067
2015/1/20,0.328945372,0.244611171,0.168802551,0.170654067
2015/1/21,0.365056121,0.240443864,0.252331792,0.237612787
2015/1/22,0.411922011,0.240858229,0.217410609,0.183353467
2015/1/23,0.434046121,0.25458029,0.200005674,0.275046403
2015/1/26,0.447135333,0.232643762,0.171718046,0.236537264
2015/1/27,0.511812305,0.20779674,0.109026781,0.209809166
2015/1/28,0.470699339,0.217884892,0.102324516,0.207625203
2015/1/29,0.483004119,0.219870631,0.113920187,0.197645031
2015/1/30,0.482731144,0.233202393,0.143068966,0.217874846
2015/2/2,0.526538136,0.191654675,0.104678808,0.228864389
2015/2/3,0.522674053,0.215612164,0.09263849,0.225399541
2015/2/4,0.528677114,0.238996884,0.0985707,0.245971614
2015/2/5,0.47072163,0.279698772,0.151684363,0.310868072
2015/2/6,0.479486462,0.274424394,0.140281818,0.336212449
2015/2/9,0.481363091,0.289966783,0.146334306,0.288684157
2015/2/10,0.525795863,0.267797555,0.151191946,0.259890554
2015/2/11,0.460417463,0.256122415,0.078290025,0.266591916
2015/2/12,0.468671932,0.254225017,0.07520142,0.25839134
2015/2/13,0.477518849,0.276513618,0.10314442,0.267902012
2015/2/16,0.4336818,0.267489072,0.086993033,0.274404664
2015/2/17,0.466077919,0.299701952,0.097482435,0.273250925
2015/2/25,0.457647609,0.321932171,0.097008276,0.278525638
2015/2/26,0.41987016,0.252571139,0.110472915,0.305329538
2015/2/27,0.433264193,0.276223135,0.115983275,0.293247315
2015/3/2,0.438128726,0.29579039,0.10056326,0.294776819
2015/3/3,0.44828001,0.282108662,0.108902726,0.223821567
2015/3/4,0.501903678,0.269483978,0.095527674,0.272839833
2015/3/5,0.500862174,0.303044823,0.101239845,0.295029785
2015/3/6,0.477539809,0.309933386,0.119562216,0.296197484
2015/3/9,0.481994827,0.328202425,0.098686881,0.307093994
2015/3/10,0.454101983,0.326966011,0.098233172,0.315492525
2015/3/11,0.439624254,0.305692078,0.103906588,0.296301523
2015/3/12,0.415209163,0.2908009,0.126655546,0.285379233
2015/3/13,0.417303416,0.271208995,0.079143718,0.215417367
2015/3/16,0.492610769,0.29524491,0.102912139,0.238653039
2015/3/17,0.483643118,0.23335015,0.101672721,0.207419542
2015/3/18,0.428074213,0.253016269,0.073321015,0.184487419
2015/3/19,0.44127717,0.279002243,0.06162873,0.177799429
2015/3/20,0.461357123,0.250794095,0.06707693,0.146629296
2015/3/23,0.432115512,0.260205874,0.048943468,0.105818958
2015/3/24,0.403757736,0.260566587,0.049792915,0.092164937
2015/3/25,0.418825668,0.243739606,0.047527897,0.142539607
2015/3/26,0.399653266,0.263617591,0.093146347,0.139934466
2015/3/27,0.442779182,0.254422296,0.073013896,0.124615253
2015/3/30,0.445413841,0.22188212,0.060839218,0.101870049
2015/3/31,0.397671628,0.205088632,0.074267041,0.141770608
2015/4/1,0.40414053,0.225544039,0.062915477,0.147481522
2015/4/2,0.401106269,0.218121245,0.1188865,0.154772822
2015/4/7,0.41570836,0.203162199,0.118865268,0.082524624
2015/4/8,0.36711742,0.176688263,0.04038843,0.053519722
2015/4/9,0.393825889,0.187084975,0.087219135,0.030042268
2015/4/10,0.374056863,0.202789727,0.194686199,0.008679123
2015/4/13,0.480969063,0.1998002,0.166520916,0.053054472
2015/4/14,0.480229018,0.182184203,0.268865278,0.066709055
2015/4/15,0.426629318,0.192031523,0.188674109,0.031726785
2015/4/16,0.407571383,0.185839803,0.165916529,0.035296171
2015/4/17,0.428965528,0.1822305,0.261037565,0.067852555
2015/4/20,0.454214044,0.200197698,0.235056435,0.148856273
2015/4/21,0.507976918,0.221296212,0.243013134,0.137556496
2015/4/22,0.489399101,0.22754485,0.263853893,0.177999307
2015/4/23,0.455382807,0.206262965,0.259178616,0.148676375
2015/4/24,0.442458164,0.189655235,0.209062976,0.144558189
2015/4/27,0.387034736,0.189977681,0.211031644,0.126993521
2015/4/28,0.401781168,0.199391489,0.221483833,0.168529974
2015/4/29,0.388312291,0.184448407,0.20001217,0.220761784
2015/4/30,0.361913591,0.217751259,0.175986288,0.205750868
2015/5/4,0.389880534,0.212073365,0.141592495,0.208636267
2015/5/5,0.36138384,0.205922984,0.185499756,0.207321836
2015/5/6,0.40005633,0.194851594,0.121282897,0.201103906
2015/5/7,0.421377299,0.203195312,0.214056424,0.238572093
